"","agricola","total"
"2002-06-01",-0.20317660861344,0.0401758371710015
"2002-07-01",-1.45861268855512,-0.0817436335699144
"2002-08-01",-1.8316570828369,-0.120406343656653
"2002-09-01",-1.53562633807792,-0.0961625480254451
"2002-10-01",-0.801308653912514,-0.0322592365707732
"2002-11-01",0.0706211579642764,0.0364696609798683
"2002-12-01",0.762016632842208,0.0722934799407326
"2003-01-01",1.04208957108696,0.0519652304173367
"2003-02-01",1.02948483336788,0.0101726216802527
"2003-03-01",0.93020554543024,-0.00391296220868309
"2003-04-01",0.878537763271942,0.0397935364501698
"2003-05-01",0.721899263901476,0.0950318699076696
"2003-06-01",0.235990754579972,0.0964554640524788
"2003-07-01",-0.672276034250586,0.00441449041010182
"2003-08-01",-1.5711452794248,-0.117953896946591
"2003-09-01",-1.8976501345964,-0.181815798307886
"2003-10-01",-1.28543507442503,-0.126715380710524
"2003-11-01",-0.154589857593847,-0.00570907817705538
"2003-12-01",0.878184436208109,0.0997686085235169
"2004-01-01",1.33554805985262,0.128575119709995
"2004-02-01",1.29760659645481,0.100735660052398
"2004-03-01",0.983826961690607,0.0565673753085508
"2004-04-01",0.574601879911279,0.0273918213589638
"2004-05-01",0.0940273101693173,0.00854819457488874
"2004-06-01",-0.472874979807472,-0.0136198985497371
"2004-07-01",-1.09114724448626,-0.0467261218538722
"2004-08-01",-1.5260878271141,-0.0742132205080576
"2004-09-01",-1.49305909313303,-0.0734812100157303
"2004-10-01",-0.830707666639007,-0.0315434950913525
"2004-11-01",0.129182793656311,0.0261329627065115
"2004-12-01",0.931544370387351,0.0644678126082718
"2005-01-01",1.23006643279212,0.0588189883549832
"2005-02-01",1.11346749652294,0.0262975617302782
"2005-03-01",0.77922336383572,-0.00554711097156611
"2005-04-01",0.390127974626389,-0.0164726325468923
"2005-05-01",-0.0297521806491006,-0.0154644421545207
"2005-06-01",-0.491032473894781,-0.0188149380438913
"2005-07-01",-0.968077331287252,-0.0368268361096571
"2005-08-01",-1.29024739609338,-0.0558441228273222
"2005-09-01",-1.25065236585261,-0.056221102317604
"2005-10-01",-0.729620573103821,-0.0258364584037023
"2005-11-01",0.0436451096162853,0.0173336062812519
"2005-12-01",0.752723174771556,0.047788509401645
"2006-01-01",1.14921093793934,0.0480697545969413
"2006-02-01",1.25678100715098,0.0328871894069167
"2006-03-01",1.16712481355134,0.0249927473464249
"2006-04-01",0.947772925864365,0.0387630913001186
"2006-05-01",0.569612463130376,0.0550738016318461
"2006-06-01",-0.0206303180311966,0.0464251880752542
"2006-07-01",-0.805916145661612,-0.0028401084586285
"2006-08-01",-1.48795368644486,-0.0610101223492475
"2006-09-01",-1.69813859172562,-0.0845305567986667
"2006-10-01",-1.20077212590463,-0.0451115941877594
"2006-11-01",-0.291778005606881,0.0244786663873638
"2006-12-01",0.600014439486566,0.076207646651783
"2007-01-01",1.13304845218708,0.0761313367554022
"2007-02-01",1.31485756527575,0.046660000547422
"2007-03-01",1.24024788402608,0.0242924703018668
"2007-04-01",0.984290798830787,0.0337518025584375
"2007-05-01",0.543118840559343,0.0526579509195418
"2007-06-01",-0.10687017479957,0.0468550932532636
"2007-07-01",-0.921230587057427,-0.0039876677152985
"2007-08-01",-1.5833253592263,-0.0649015298329886
"2007-09-01",-1.70846961011842,-0.0870927660896364
"2007-10-01",-1.06481417001695,-0.0393887095127049
"2007-11-01",-0.0318527150888541,0.0388990667198081
"2007-12-01",0.858085367027956,0.0908379293922713
"2008-01-01",1.20299071104831,0.0768295649344868
"2008-02-01",1.12213404109801,0.0266129383579914
"2008-03-01",0.865106103655597,-0.0127386656802448
"2008-04-01",0.620756019575886,-0.00782296029417627
"2008-05-01",0.334966407218859,0.0200783503185457
"2008-06-01",-0.107121740679218,0.0360125641893454
"2008-07-01",-0.742131975372477,0.0158888625500535
"2008-08-01",-1.29374602407662,-0.0209360405658736
"2008-09-01",-1.40741015799777,-0.0442435479245731
"2008-10-01",-0.865098242451584,-0.0337227018891832
"2008-11-01",0.00510548080790052,-0.00869310321084683
"2008-12-01",0.73858917591709,0.00161800776229183
"2009-01-01",0.990285686483882,-0.0210122173037715
"2009-02-01",0.893306574002172,-0.0507890586864814
"2009-03-01",0.700308079437356,-0.0509134046491431
"2009-04-01",0.589165212525091,0.000553533572452088
"2009-05-01",0.438628058082109,0.0661092528525658
"2009-06-01",0.0526654696954054,0.0933909270929733
"2009-07-01",-0.656935409730671,0.0487915504937613
"2009-08-01",-1.34711428002235,-0.026272601551738
"2009-09-01",-1.56699255168852,-0.0716294333518804
"2009-10-01",-1.02755090765138,-0.0458039131362031
"2009-11-01",-0.0872071204864751,0.0178907351810318
"2009-12-01",0.733761764817336,0.0674442237643813
"2010-01-01",1.04646803904326,0.0658096626355948
"2010-02-01",0.987581336062813,0.0357937532451924
"2010-03-01",0.825160625519579,0.0151665949008866
"2010-04-01",0.745908713254582,0.0295731554118651
"2010-05-01",0.611103749898587,0.056157876593216
"2010-06-01",0.200667722279793,0.0599400687615024
"2010-07-01",-0.586115038668687,0.0185009747881597
"2010-08-01",-1.37251082559409,-0.0403304322358871
"2010-09-01",-1.66242358703872,-0.0761632466648408
"2010-10-01",-1.13392662955741,-0.0608614463790009
